Id,SalePrice
1461,123452.14380459397
1462,172270.1498725568
1463,178981.07362455127
1464,197906.39882984164
1465,201624.79845618003
1466,170937.75247145767
1467,180642.24198991238
1468,162150.1525253312
1469,187740.43875664286
1470,119784.60333717958
1471,183560.96424984033
1472,99371.30363501633
1473,95487.41894539574
1474,145895.61243408403
1475,114788.0924109829
1476,361909.08238907624
1477,257837.49654406222
1478,289605.49920119124
1479,283570.5669312289
1480,527182.3529240977
1481,328416.16594355163
1482,204869.4534519382
1483,175020.0234807248
1484,164784.6961867542
1485,182422.87900146676
1486,190873.31912216495
1487,336648.41141784395
1488,229474.8282382268
1489,195621.91605356708
1490,241893.80073231383
1491,195196.69911437377
1492,93619.5653100876
1493,159276.23345744083
1494,294402.0012083044
1495,285913.9446404603
1496,232507.2203163703
1497,182252.38250073156
1498,193231.05967081475
1499,160806.5683445959
1500,155060.7462705334
1501,181526.72797711648
1502,153039.3444296249
1503,287428.2016579551
1504,243257.39402633772
1505,228815.83721420026
1506,185828.53263182475
1507,262007.44338677212
1508,198631.8869287512
1509,156354.4796713759
1510,144248.4028554341
1511,173438.13495955477
1512,176339.85305823473
1513,139963.70614889948
1514,167780.44843675932
1515,196387.11874827754
1516,149036.3445028466
1517,162207.497836271
1518,131070.00869300573
1519,214696.80213961136
1520,128288.9227678485
1521,133002.0266327591
1522,177699.86833141305
1523,113090.88542749557
1524,121890.84355881902
1525,122143.10398935716
1526,111396.5790624322
1527,109500.45946797536
1528,137458.72323498683
1529,157618.64196125232
1530,188363.96444314322
1531,111156.14916732485
1532,95247.85444561907
1533,148928.06747206682
1534,131570.78899457297
1535,140317.55755352735
1536,105653.40444762056
1537,62469.55900519671
1538,139533.79767505787
1539,196957.0671274162
1540,81836.45290711537
1541,131481.48353707464
1542,151063.60432657326
1543,184311.54783960813
1544,90490.27680219673
1545,116307.70320214886
1546,140210.02965560445
1547,136630.16717163546
1548,139128.02020587586
1549,126017.34557282651
1550,133166.57580980696
1551,108478.38452085567
1552,135657.18641153452
1553,133912.96228441916
1554,117099.31867558826
1555,163618.6425063478
1556,93134.18507653859
1557,109805.35841825997
1558,105696.00065107069
1559,54399.2167730168
1560,134237.2955991451
1561,119504.47558748165
1562,136136.44789913166
1563,121332.96105574997
1564,164184.40081569224
1565,142948.36192094657
1566,230175.28524988025
1567,81547.03151069158
1568,246972.37458446066
1569,132555.19655155204
1570,133247.11961230746
1571,118000.6973814442
1572,141683.78271903275
1573,214935.2096703604
1574,117188.6731044993
1575,216531.21571324073
1576,236896.16737002277
1577,177959.28645506024
1578,139862.14252562154
1579,141678.68650328708
1580,192043.64956547867
1581,153773.00442169965
1582,126910.66540383002
1583,312333.06505457277
