Id,SalePrice
1461,123216.3755746871
1462,152337.31935779843
1463,180837.76242825564
1464,187435.33472073238
1465,194900.4925360871
1466,184936.2451706005
1467,172376.60318760094
1468,176826.5172330228
1469,179541.2777725016
1470,128821.68457560622
1471,203086.55135701434
1472,101709.83762082078
1473,105275.705778849
1474,152565.5175138379
1475,127317.4270669806
1476,339091.32583943725
1477,250075.79059213292
1478,301476.0526115574
1479,297870.7344198041
1480,388548.140430339
1481,302502.41017160745
1482,208781.75629900396
1483,188917.53156163933
1484,177809.74060421524
1485,176718.18312420056
1486,200615.77131872406
1487,299071.7894446334
1488,242298.5383675823
1489,199590.82485297136
1490,213843.75963488757
1491,194495.3649509369
1492,104620.05414615296
1493,179822.71731281935
1494,290588.1851424629
1495,282910.1374111266
1496,226351.75323583998
1497,183757.7079712961
1498,162606.69201697226
1499,161013.63842171582
1500,163298.93955791678
1501,169450.6014002323
1502,166196.94420238186
1503,259635.18698208826
1504,221461.27722596665
1505,218528.5327183813
1506,181822.02129174257
1507,235843.17597850435
1508,191356.4443540891
1509,157478.8188325933
1510,148615.59580031168
1511,148702.09151984224
1512,170697.96947775557
1513,149785.4337017709
1514,148645.42109836894
1515,183328.28992314273
1516,151692.67971071554
1517,147263.81725823012
1518,142140.6096587537
1519,220552.06094540624
1520,138075.93744935797
1521,141131.14524652448
1522,162686.00391233136
1523,120203.43718465655
1524,121486.2332070025
1525,126803.30121929351
1526,126247.92401762803
1527,111464.60196413223
1528,125319.23494486042
1529,140974.40424681062
1530,163344.63956836166
1531,135225.88262460913
1532,104831.87268005099
1533,139982.54383344238
1534,119471.71654917659
1535,148052.1036873256
1536,118950.1220754561
1537,101368.29376917297
1538,142881.39408174646
1539,181510.3923428264
1540,123481.48023985181
1541,138454.75086930723
1542,137185.94525487398
1543,171304.35539937913
1544,91266.05834724147
1545,106901.65572313423
1546,123033.6254542696
1547,132592.45388529255
1548,124675.18732087727
1549,112872.11973017169
1550,137815.99188555047
1551,120361.25843202388
1552,144799.29369514398
1553,135971.3700009404
1554,113865.35709118159
1555,166792.4450766815
1556,100218.29276815984
1557,118264.7410878704
1558,105400.55652670583
1559,114462.43603977625
1560,139115.21973483218
1561,142610.85605053892
1562,126912.37045393951
1563,124095.7486923831
1564,163300.21403833924
1565,155486.37817880203
1566,201571.9646050719
1567,98487.90637770615
1568,212379.14101779312
1569,157161.7156537653
1570,137862.06259346879
1571,128211.12063164353
1572,142516.57951488375
1573,224925.2706003959
1574,135019.76905409436
1575,197975.2837765322
1576,226165.40438744798
1577,194093.5408710865
1578,145647.08830435103
1579,143793.3500773759
1580,190843.24065795436
1581,136225.6278784301
1582,127626.9157783875
1583,312876.1751514035
1584,232060.1337649469
1585,146751.06767198452
1586,92164.54029795152
1587,112329.8840822232
1588,141276.30985068312
1589,111660.07371832154
1590,134080.9071740376
1591,103463.41241493293
1592,129034.33591889073
1593,119465.13832949048
1594,125489.26730087561
1595,130555.19432413595
1596,197957.09051320847
1597,165754.52288275617
1598,179218.46361462958
1599,162227.8559817986
1600,177730.75511125324
1601,87239.50586523002
1602,114266.62256701323
1603,102138.11620290173
1604,265368.4662324917
1605,240498.78253181896
1606,165270.8217532964
1607,167229.66205014492
1608,213577.78425286087
1609,189258.59338901532
1610,165061.7731442839
1611,149387.9602596611
1612,189341.58839465844
1613,179629.76495353846
1614,120379.79219674158
1615,93880.63767509807
1616,90571.41631550103
1617,99036.68828892693
1618,122913.57971132698
1619,136079.67874521675
1620,177164.47318085394
1621,141595.8449559624
1622,142441.22227283826
1623,254499.2339228503
1624,218431.62337165792
1625,125149.55107677952
1626,169329.89038298783
1627,185923.36819795967
1628,259884.8321738138
1629,173928.33976118054
1630,297218.407011816
1631,200206.58521178385
1632,233444.5979915876
1633,170884.71603472778
1634,188135.25535821696
1635,182366.4022815826
1636,170747.32854632597
1637,186348.6386292082
1638,199803.37800176788
1639,183933.14846946488
1640,233703.50605752482
1641,178296.81541091707
1642,214549.21484338024
1643,219803.52285831005
1644,219250.85306685223
1645,187561.5195470999
1646,154564.60074688235
1647,160213.54135547017
1648,142210.82693001736
1649,136986.19874252332
1650,124512.83554069085
1651,123075.27605447649
1652,102085.63149061937
1653,102558.3287015234
1654,156075.3027533791
1655,146015.57664374923
1656,151481.98088706715
1657,154957.69460967445
1658,156075.28046864245
1659,127340.40516109324
1660,150873.58669745072
1661,388190.6502153729
1662,319335.50470683357
1663,359905.4547183222
1664,383400.1639514138
1665,305801.16020954755
1666,315516.52955630113
1667,323190.9332134112
1668,319155.2517171441
1669,280900.1621350398
1670,323391.97788517113
1671,265087.87449704396
1672,375038.49495379097
1673,294241.371197083
1674,247291.31234382535
1675,198467.6859288109
1676,197316.60586932252
1677,207465.37234569673
1678,379123.786159082
1679,361235.14621244255
1680,304437.5700985273
1681,237536.03913662935
1682,308137.8054578125
1683,196753.04466526315
1684,182682.71664737066
1685,182684.96088046298
1686,184090.63993040478
1687,173701.36045090389
1688,195346.12473739302
1689,193504.43057859174
1690,188744.7886055552
1691,181017.77342059964
1692,242461.5150910039
1693,171887.0863044877
1694,183052.50590395884
1695,171179.8423446821
1696,259412.50421178908
1697,168663.16486680543
1698,314026.00736191
1699,314958.82632052555
1700,239305.78162456345
1701,258640.82253668056
1702,255373.78435875932
1703,258165.5610084279
1704,279687.1308787134
1705,232495.3989634125
1706,365593.2130786567
1707,210297.72279899154
1708,205265.48954885837
1709,257563.83153592722
1710,225324.51376645942
1711,255451.49000426958
1712,262914.0852079468
1713,264669.2474944611
1714,217677.02188156798
1715,196864.23734351038
1716,176130.13889624752
1717,166759.5062680472
1718,133339.82708168053
1719,202169.99903963137
1720,240463.68874826978
1721,163520.699136497
1722,126716.21298417934
1723,157438.72862211042
1724,215169.51087596617
1725,226083.6746535856
